date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019/9/30,2927.92,2936.48,2905.19,2905.19,1166468.12,-26.98,-0.92,2941.444,2965.381,2978.384,1541862.05,1675291.14,1973457.74
2019/10/8,2905.76,2933.02,2913.57,2905.76,1255358.12,8.38,0.29,2927.09,2958.926,2977.857,1465128.15,1577488.9,1934832.24
2019/10/9,2902.08,2924.86,2924.86,2891.54,1304241.5,11.29,0.39,2920.976,2952.846,2977.593,1388890.17,1539866.35,1905543.71
2019/10/10,2923.71,2949.24,2947.71,2918.23,1342397.5,22.85,0.78,2924.7,2947.689,2977.108,1279504.6,1511415.49,1859915.64
2019/10/11,2954.82,2980.79,2973.66,2943.01,1612037.5,25.95,0.88,2932.998,2944.41,2976.498,1336100.55,1490473.94,1787798.16
2019/10/14,2993.96,3026.38,3007.88,2989.81,2086148,34.22,1.15,2953.536,2947.49,2976.912,1520036.52,1530949.29,1783692.55
2019/10/15,3005.66,3005.66,2991.05,2986.3,1553769,-16.83,-0.56,2969.032,2948.061,2975.227,1579718.7,1522423.43,1739692.12
2019/10/16,2992.61,3010.42,2978.71,2975.92,1498855,-12.34,-0.41,2979.802,2950.389,2973.103,1618641.4,1503765.79,1694628.4
2019/10/17,2979.99,2986.72,2977.33,2969.57,1225276.12,-1.38,-0.05,2985.726,2955.213,2971.529,1595217.12,1437360.86,1640973.53
2019/10/18,2982.34,2987.2,2938.14,2933.24,1499906.75,-39.19,-1.32,2978.622,2955.81,2966.874,1572790.97,1454445.76,1617484.52
2019/10/21,2933.9,2940.32,2939.62,2917.69,1324751.12,1.48,0.05,2964.97,2959.253,2962.317,1420511.6,1470274.06,1572782.6
2019/10/22,2945.6,2954.64,2954.38,2934.39,1174820.5,14.76,0.5,2957.636,2963.334,2961.13,1344721.9,1462220.3,1519854.6
2019/10/23,2952.97,2957.3,2941.62,2934.63,1238128.75,-12.76,-0.43,2950.218,2965.01,2958.928,1292576.65,1455609.02,1497737.69
2019/10/24,2944.01,2953.04,2940.92,2927.06,1265402.88,-0.7,-0.02,2942.936,2964.331,2956.01,1300602,1447909.56,1479662.52
2019/10/25,2940.47,2958.24,2954.93,2920.52,1368607,14.01,0.48,2946.294,2962.458,2953.434,1274342.05,1423566.51,1457020.22
2019/10/28,2958.69,2980.13,2980.05,2956.96,1737314.75,25.12,0.85,2954.38,2959.675,2953.583,1356854.78,1388683.19,1459816.24
2019/10/29,2979.04,2979.04,2954.18,2954.18,1661100.62,-25.87,-0.87,2954.34,2955.988,2952.025,1454110.8,1399416.35,1460919.89
2019/10/30,2949.46,2953.3,2939.32,2934.83,1587981.12,-14.86,-0.5,2953.88,2952.049,2951.219,1524081.27,1408328.96,1456047.37
2019/10/31,2944.84,2946.75,2929.06,2923.52,1615714.88,-10.26,-0.35,2951.508,2947.222,2951.218,1594143.67,1447372.84,1442366.85
2019/11/1,2924.34,2959.83,2958.2,2917.15,1599073.75,29.14,0.99,2952.162,2949.228,2952.519,1640237.02,1457289.54,1455867.65
2019/11/4,2964.58,2983.06,2975.49,2964.58,1672483.62,17.29,0.58,2951.25,2952.815,2956.034,1627270.8,1492062.79,1481168.42
2019/11/5,2977.7,3008.31,2991.56,2968.03,1798915.88,16.07,0.54,2958.726,2956.533,2959.934,1654833.85,1554472.33,1508346.31
2019/11/6,2992.04,2995.56,2978.6,2969.72,1652635.5,-12.96,-0.43,2966.582,2960.231,2962.621,1667764.73,1595923,1525766.01
2019/11/7,2978.15,2988.96,2978.71,2969.12,1369526.75,0.11,0,2976.512,2964.01,2964.171,1618527.1,1606335.39,1527122.47
2019/11/8,2993.98,2998.76,2964.18,2962.84,1497421.12,-14.53,-0.49,2977.708,2964.935,2963.697,1598196.57,1619216.8,1521391.66
2019/11/11,2949.96,2949.96,2909.97,2906.77,1579161,-54.21,-1.83,2964.604,2957.927,2958.801,1579532.05,1603401.42,1496042.31
2019/11/12,2913,2918.3,2914.82,2891.51,1297291.5,4.85,0.17,2949.256,2953.991,2954.99,1479207.17,1567020.51,1483218.43
2019/11/13,2913.02,2913.86,2905.24,2893.97,1297658.38,-9.58,-0.33,2934.584,2950.583,2951.316,1408211.75,1537988.24,1473158.6
2019/11/14,2907.74,2917.37,2909.87,2899.62,1291454.5,4.63,0.16,2920.816,2948.664,2947.943,1392597.3,1505562.2,1476467.52
2019/11/15,2911.35,2917.83,2891.34,2891.2,1355194.62,-18.53,-0.64,2906.248,2941.978,2945.603,1364152,1481174.29,1469231.91
2019/11/18,2889.55,2911.38,2909.2,2884.09,1244331.75,17.86,0.62,2906.094,2935.349,2944.082,1297186.15,1438359.1,1465210.94
2019/11/19,2904.28,2933.99,2933.99,2902.86,1354176,24.79,0.85,2909.928,2929.592,2943.063,1308563.05,1393885.11,1474178.72
2019/11/20,2928.11,2930.49,2911.05,2907.42,1373575.25,-22.94,-0.78,2911.09,2922.837,2941.534,1323746.42,1365979.09,1480951.04
2019/11/21,2902.55,2910.36,2903.64,2891.53,1234586.12,-7.41,-0.26,2909.844,2915.33,2939.67,1312372.75,1352485.02,1479410.21
2019/11/22,2906.24,2925.02,2885.29,2873.99,1586233.62,-18.35,-0.63,2908.634,2907.441,2936.188,1358580.55,1361366.27,1490291.54
2019/11/25,2885.61,2906.61,2906.17,2880.65,1785874.25,20.88,0.72,2908.028,2907.061,2932.494,1466889.05,1382037.6,1492719.51
2019/11/26,2912.52,2915.04,2907.06,2897.93,1700046.62,0.89,0.03,2902.642,2906.285,2930.138,1536063.17,1422313.11,1494666.81
2019/11/27,2905.4,2914.49,2903.19,2893.42,1338622,-3.87,-0.13,2901.07,2906.08,2928.332,1529072.52,1426409.47,1482198.86
2019/11/28,2902.36,2909.84,2889.69,2883.43,1195224.62,-13.5,-0.47,2898.28,2904.062,2926.363,1521200.22,1416786.49,1461174.34
2019/11/29,2885.97,2892.39,2871.98,2858.58,1226129.62,-17.71,-0.61,2895.618,2902.126,2922.052,1449179.42,1403879.99,1442527.14
2019/12/2,2874.45,2888.89,2875.81,2870.24,1287558,3.83,0.13,2889.546,2898.787,2917.068,1349516.17,1408202.61,1423280.86
2019/12/3,2869.88,2884.86,2884.7,2857.32,1237787.38,8.89,0.31,2885.074,2893.858,2911.725,1257064.32,1396563.75,1395224.43
2019/12/4,2876.91,2882.5,2878.12,2869.42,1255436.5,-6.58,-0.23,2880.06,2890.565,2906.701,1240427.22,1384749.87,1375364.48
2019/12/5,2886.52,2902,2899.47,2885.08,1431631,21.35,0.74,2882.016,2890.148,2902.739,1287708.5,1404454.36,1378469.69
2019/12/6,2902.28,2912.01,2912.01,2894.75,1341288.75,12.54,0.43,2890.022,2892.82,2900.131,1310740.33,1379959.87,1370663.07
2019/12/9,2914.46,2919.59,2914.48,2905.25,1607965.25,2.47,0.09,2897.756,2893.651,2900.356,1374821.78,1362168.97,1372103.29
2019/12/10,2908.94,2919.2,2917.32,2902.79,1701240,2.84,0.1,2904.28,2894.677,2900.481,1467512.3,1362288.31,1392300.71
2019/12/11,2922.6,2928.26,2924.42,2915,1655410.88,7.1,0.24,2913.54,2896.8,2901.44,1547507.18,1393967.2,1410188.34
2019/12/12,2926.34,2926.34,2915.7,2913.48,1517608,-8.72,-0.3,2916.786,2899.401,2901.732,1564702.58,1426205.54,1421496.01
2019/12/13,2937.78,2969.98,2967.68,2935.85,2119785.75,51.98,1.78,2927.92,2908.971,2905.549,1720401.98,1515571.15,1459725.57
2019/12/16,2970.97,2984.64,2984.39,2958.71,2118621.25,16.71,0.56,2941.902,2919.829,2909.308,1822533.18,1598677.48,1503440.04
2019/12/17,2985.26,3039.38,3022.42,2982.5,2930322.5,38.03,1.27,2962.922,2933.601,2913.73,2068349.68,1767930.99,1582247.37
2019/12/18,3021.47,3033.23,3017.04,3011.72,2440897,-5.38,-0.18,2981.446,2947.493,2919.029,2225446.9,1886477.04,1635613.46
2019/12/19,3017.15,3021.42,3017.07,3007.99,2086242.62,0.03,0,3001.72,2959.253,2924.701,2339173.82,1951938.2,1678196.28
2019/12/20,3019.64,3027.48,3004.94,3002.26,2150757.5,-12.13,-0.4,3009.172,2968.546,2930.683,2345368.17,2032885.08,1706422.47
2019/12/23,2999.04,3009.34,2962.75,2960.44,2057166.12,-42.19,-1.4,3004.844,2973.373,2933.512,2333077.15,2077805.16,1719987.07
2019/12/24,2965.83,2983.82,2982.68,2960.68,1630302.5,19.93,0.67,2996.896,2979.909,2937.293,2073073.15,2070711.41,1716499.86
2019/12/25,2980.43,2988.29,2981.88,2970.66,1756540.25,-0.8,-0.03,2989.864,2985.655,2941.228,1936201.8,2080824.35,1737395.77
2019/12/26,2981.25,3007.35,3007.35,2980.4,1824404.25,25.47,0.85,2987.92,2994.82,2947.111,1883834.12,2111503.97,1768854.76
2019/12/27,3006.85,3036.11,3005.04,3003.63,2471027.75,-2.31,-0.08,2987.94,2998.556,2953.764,1947888.17,2146628.17,1831099.66
2019/12/30,2998.17,3041.4,3040.02,2983.34,2480665.25,34.98,1.16,3003.394,3004.119,2961.974,2032588,2182832.57,1890755.03
2019/12/31,3036.39,3051.68,3050.12,3030.51,2174290.25,10.1,0.33,3016.882,3006.889,2970.245,2141385.55,2107229.35,1937580.17
2020/1/2,3066.34,3098.1,3085.2,3066.34,2924702,35.08,1.15,3037.546,3013.705,2980.599,2375017.9,2155609.85,2021043.44
2020/1/3,3089.02,3093.82,3083.79,3074.52,2614966.75,-1.41,-0.05,3052.834,3020.377,2989.815,2533130.4,2208482.26,2080210.23
2020/1/6,3070.91,3107.2,3083.41,3065.31,3125758.5,-0.38,-0.01,3068.508,3028.224,2998.385,2664076.55,2305982.36,2169433.72
2020/1/7,3085.49,3105.45,3104.8,3084.33,2765831,21.39,0.69,3081.464,3042.429,3007.901,2721109.7,2376848.85,2227327.01
2020/1/8,3094.24,3094.24,3066.89,3059.13,2978725.5,-37.91,-1.22,3084.818,3050.85,3015.38,2881996.75,2511691.15,2291201.28
2020/1/9,3082.64,3097.33,3094.88,3080.13,2434356.5,27.99,0.91,3086.754,3062.15,3023.903,2783927.65,2579472.78,2330148.56
2020/1/10,3102.29,3105.22,3092.29,3081.4,2104424.5,-2.59,-0.08,3088.454,3070.644,3032.732,2681819.2,2607474.8,2359489.39
2020/1/13,3091.49,3115.57,3115.57,3075.38,2106210,23.28,0.75,3094.886,3081.697,3040.127,2477909.5,2570993.03,2358810.6
2020/1/14,3120.67,3127.17,3106.82,3105.6,2299737.75,-8.75,-0.28,3095.29,3088.377,3046.248,2384690.85,2552900.28,2367866.42
2020/1/15,3103.17,3107.94,3090.04,3082.04,2023130.25,-16.78,-0.54,3099.92,3092.369,3049.629,2193571.8,2537784.28,2322506.81
2020/1/16,3095.73,3096.37,3074.08,3070.88,2033754.75,-15.96,-0.52,3095.76,3091.257,3052.481,2113451.45,2448689.55,2302149.7
2020/1/17,3081.46,3091.95,3075.5,3067.25,1903043,1.42,0.05,3092.402,3090.428,3055.403,2073175.15,2377497.18,2292989.72
2020/1/20,3082.11,3096.31,3095.79,3070.48,2104933.5,20.29,0.66,3088.446,3091.666,3059.945,2072919.85,2275414.68,2290698.52
2020/1/21,3085.79,3085.79,3052.14,3051.23,2348307.5,-43.65,-1.41,3077.51,3086.4,3064.415,2082633.8,2233662.33,2305255.59
2020/1/22,3038.49,3069.25,3060.75,3006.27,2238528.75,8.61,0.28,3071.652,3085.786,3068.318,2125713.5,2159642.65,2335666.9
2020/1/23,3037.95,3045.04,2976.53,2955.35,2727632.25,-84.22,-2.75,3052.142,3073.951,3068.051,2264489,2188970.23,2384221.5
2020/2/3,2716.7,2766.58,2746.61,2716.7,2159121,-229.92,-7.72,2986.364,3039.383,3055.014,2315704.6,2194439.88,2400957.34
2020/2/4,2685.27,2786.16,2783.29,2685.27,3640462,36.68,1.33,2923.864,3006.155,3043.926,2622810.3,2347865.08,2459429.05
2020/2/5,2792.37,2842.74,2818.09,2778.86,3097618.25,34.8,1.25,2877.054,2977.282,3032.83,2772672.45,2427653.13,2490276.7
2020/2/6,2826.89,2876.59,2866.51,2807.61,3163921.5,48.42,1.72,2838.206,2954.929,3023.649,2957751,2541732.25,2539758.26
2020/2/7,2858.93,2875.96,2875.96,2838.77,3094796.5,9.45,0.33,2818.092,2935.117,3013.187,3031183.85,2647836.43,2548262.99
2020/2/10,2860.5,2891.85,2890.49,2851.05,2949297.75,14.53,0.51,2846.868,2916.616,3003.522,3189219.2,2752461.9,2564979.54
2020/2/11,2894.54,2913.82,2901.67,2882.24,2691683.25,11.18,0.39,2870.544,2897.204,2994.435,2999463.45,2811136.88,2543275.78
2020/2/12,2895.56,2926.9,2926.9,2892.42,2487334.25,25.23,0.87,2892.306,2884.68,2985.54,2877406.65,2825039.55,2529350.94
2020/2/13,2927.14,2935.41,2906.07,2901.24,2748048.5,-20.83,-0.71,2900.218,2869.212,2977.499,2794232.05,2875991.53,2517817.09
2020/2/14,2899.87,2926.94,2917.01,2899.57,2506506.25,10.94,0.38,2908.428,2863.26,2968.606,2676574,2853878.93,2521424.58
2020/2/17,2924.99,2983.64,2983.62,2924.99,3131980,66.61,2.28,2927.054,2886.961,2963.172,2713110.45,2951164.83,2572802.35
2020/2/18,2981.41,2990.6,2984.97,2960.78,3116659.25,1.35,0.04,2943.714,2907.129,2956.642,2798105.65,2898784.55,2623324.81
2020/2/19,2979.52,2998.27,2975.4,2971.82,3151411.5,-9.57,-0.32,2953.414,2922.86,2950.071,2930921.1,2904163.88,2665908.5
2020/2/20,2981.88,3031.37,3030.15,2968.45,3457328.75,54.75,1.84,2978.23,2939.224,2947.077,3072777.15,2933504.6,2737618.43
2020/2/21,3022.25,3058.9,3039.67,3020.14,3645572.75,9.52,0.31,3002.762,2955.595,2945.356,3300590.45,2988582.23,2818209.33
2020/2/24,3027.89,3042.18,3031.23,3007.36,3704300.5,-8.44,-0.28,3012.284,2969.669,2943.143,3415054.55,3064082.5,2908272.2
2020/2/25,2982.07,3016.95,3013.05,2943.72,4416227.5,-18.18,-0.6,3017.9,2980.807,2939.006,3674968.2,3236536.93,3023836.9
2020/2/26,2978.42,3028.78,2987.93,2974.94,4690495.5,-25.12,-0.83,3020.406,2986.91,2935.795,3982785,3456853.05,3140946.3
2020/2/27,2992.49,3009.46,2991.33,2980.48,3505236.5,3.4,0.11,3012.642,2995.436,2932.324,3992366.55,3532571.85,3204281.69
2020/2/28,2924.64,2948.13,2880.3,2878.54,4012169.25,-111.03,-3.71,2980.768,2991.765,2927.513,4065685.85,3683138.15,3268508.54
2020/3/2,2899.31,2982.51,2970.93,2899.31,3673333.75,90.63,3.15,2968.708,2990.496,2938.729,4059492.5,3737273.53,3344219.18
2020/3/3,3006.89,3026.84,2992.9,2976.62,4101080.5,21.97,0.74,2964.678,2991.289,2949.209,3996463.1,3835715.65,3367250.1
2020/3/4,2981.81,3012,3011.67,2974.36,3533382.75,18.77,0.63,2969.426,2994.916,2958.888,3765040.55,3873912.78,3389038.33
2020/3/5,3036.15,3074.26,3071.68,3022.93,4454258,60.01,1.99,2985.496,2999.069,2969.147,3954844.85,3973605.7,3453555.15
2020/3/6,3039.94,3052.44,3034.51,3029.46,3620615.25,-37.17,-1.21,3016.338,2998.553,2977.074,3876534.05,3971109.95,3479846.09
2020/3/9,2987.18,2989.21,2943.29,2940.71,4145607.25,-91.22,-3.01,3010.81,2989.759,2979.714,3970988.75,4015240.63,3539661.56
2020/3/10,2918.93,3000.3,2996.76,2904.8,3932966.5,53.47,1.82,3011.582,2988.13,2984.469,3937365.95,3966914.53,3601725.73
2020/3/11,3001.76,3010.03,2968.52,2968.52,3524709.75,-28.24,-0.94,3002.952,2986.189,2986.55,3935631.35,3850335.95,3653594.5
2020/3/12,2936.02,2944.47,2923.49,2906.28,3077784.5,-45.03,-1.52,2973.314,2979.405,2987.421,3660336.65,3807590.75,3670081.3
2020/3/13,2804.23,2910.88,2887.43,2799.98,3664504.25,-36.06,-1.23,2943.898,2980.118,2985.942,3669114.45,3772824.25,3727981.2
2020/3/16,2897.3,2898.03,2789.25,2784.66,3518786.75,-98.18,-3.4,2913.09,2961.95,2976.223,3543750.35,3757369.55,3747321.54
2020/3/17,2796.28,2826.91,2779.64,2715.22,3061496.75,-9.61,-0.34,2869.666,2940.624,2965.957,3369456.4,3653411.18,3744563.41
2020/3/18,2792.32,2815.87,2728.76,2728.76,2911598.5,-50.88,-1.83,2821.714,2912.333,2953.625,3246834.15,3591232.75,3732572.76
2020/3/19,2719.41,2736.82,2702.13,2646.8,3023027.5,-26.63,-0.98,2777.442,2875.378,2937.224,3235882.75,3448109.7,3710857.7
2020/3/20,2727.02,2751.9,2745.62,2702.49,2520195,43.49,1.61,2749.08,2846.489,2922.521,3007020.9,3338067.68,3654588.81
2020/3/23,2677.59,2703.33,2660.17,2656.5,2498202.5,-85.45,-3.11,2723.264,2818.177,2903.968,2802904.05,3173327.2,3594283.91
2020/3/24,2703.02,2723.41,2722.44,2667.13,2570219.25,62.27,2.34,2711.824,2790.745,2889.438,2704648.55,3037052.48,3501983.5
2020/3/25,2775.3,2788.64,2781.59,2757.8,2731444.75,59.15,2.17,2722.39,2772.052,2879.121,2668617.8,2957725.98,3404030.96
2020/3/26,2761.9,2788.5,2764.91,2753.43,2340840.25,-16.68,-0.6,2734.946,2756.194,2867.8,2532180.35,2884031.55,3345811.15
2020/3/27,2792.98,2805.55,2772.2,2771.76,2407640.75,7.29,0.26,2740.262,2744.671,2862.395,2509669.5,2758345.2,3265584.73
2020/3/30,2739.72,2759.1,2747.21,2723.05,2397066,-24.99,-0.9,2757.67,2740.467,2851.209,2489442.2,2646173.13,3201771.34
2020/3/31,2767.31,2771.17,2750.3,2743.12,2185986.75,3.09,0.11,2763.242,2737.533,2839.079,2412595.7,2558622.13,3106016.65
2020/4/1,2743.54,2773.36,2734.52,2731.08,2172534.25,-15.78,-0.57,2753.828,2738.109,2825.221,2300813.6,2484715.7,3037974.23
2020/4/2,2720.23,2780.64,2780.64,2719.9,2178646,46.12,1.69,2756.974,2745.96,2810.669,2268374.75,2400277.55,2924193.63
2020/4/3,2773.58,2780.59,2763.99,2754.07,2008374,-16.65,-0.6,2755.332,2747.797,2797.143,2188521.4,2349095.45,2843581.56
2020/4/7,2806.97,2823.28,2820.76,2801.84,2701981.75,56.77,2.05,2770.042,2763.856,2791.017,2249504.55,2369473.38,2771400.29
2020/4/8,2805.92,2823.21,2815.37,2800.3,2435153,-5.39,-0.19,2783.056,2773.149,2781.947,2299337.8,2355966.75,2696509.61
2020/4/9,2825.84,2832.4,2825.9,2820.43,2381848.5,10.53,0.37,2801.332,2777.58,2774.816,2341200.65,2321007.13,2639366.55
2020/4/10,2827.19,2833.01,2796.63,2789.98,2334547.75,-29.27,-1.04,2804.53,2780.752,2768.473,2372381,2320377.88,2602204.71
2020/4/13,2784.6,2792.89,2783.05,2774.08,1771245.5,-13.58,-0.49,2808.342,2781.837,2763.254,2324955.3,2256738.35,2507541.78
2020/4/14,2794.8,2827.3,2827.28,2789.43,2026965.75,44.23,1.59,2809.646,2789.844,2765.156,2189952.1,2219728.33,2432950.73
2020/4/15,2826.66,2829.75,2811.17,2808.7,2056211.5,-16.11,-0.57,2808.806,2795.931,2766.732,2114163.8,2206750.8,2382686.46
2020/4/16,2798.43,2823.34,2819.94,2796.84,2030037.75,8.77,0.31,2807.614,2804.473,2771.291,2043801.65,2192501.15,2338608.43
2020/4/17,2835.56,2854.96,2838.49,2830.02,2457367.5,18.55,0.66,2815.986,2810.258,2778.109,2068365.6,2220373.3,2310325.43
2020/4/20,2840.41,2852.99,2852.55,2833.26,2118470.75,14.06,0.49,2829.886,2819.114,2783.456,2137810.65,2231382.98,2290239.21
2020/4/21,2842.24,2842.24,2827.01,2808.02,2332358.75,-25.54,-0.9,2829.832,2819.739,2791.798,2198889.25,2194420.68,2281947.03
2020/4/22,2814.07,2843.98,2843.98,2808.48,2173200,16.97,0.6,2836.394,2822.6,2797.875,2222286.95,2168225.38,2262096.06
2020/4/23,2850.51,2853.64,2838.5,2835.9,2487790.25,-5.48,-0.19,2840.106,2823.86,2800.72,2313837.45,2178819.55,2249913.34
2020/4/24,2834.94,2834.94,2808.53,2802.5,2351850.75,-29.97,-1.06,2834.114,2825.05,2802.901,2292734.1,2180549.85,2250463.86
2020/4/27,2812.24,2832.67,2815.49,2802.96,2101309.75,6.96,0.25,2826.702,2828.294,2805.066,2289301.9,2213556.28,2235147.31
2020/4/28,2819.99,2821.75,2810.02,2758.25,2538727.5,-5.47,-0.19,2823.304,2826.568,2808.206,2330575.65,2264732.45,2242230.39
2020/4/29,2801.38,2831.76,2822.44,2800.74,2020618.12,12.42,0.44,2818.996,2827.695,2811.813,2300059.27,2261173.11,2233961.96
2020/4/30,2832.38,2865.59,2860.08,2832.38,2424552.75,37.64,1.33,2823.312,2831.709,2818.091,2287411.77,2300624.61,2246562.88
2020/5/6,2831.63,2879.26,2878.14,2830.65,2498266.25,18.06,0.63,2837.234,2835.674,2822.966,2316694.87,2304714.49,2262543.89
2020/5/7,2876.47,2882.02,2871.52,2864.58,2267369.5,-6.62,-0.23,2848.44,2837.571,2828.343,2349906.82,2319604.36,2275493.67
2020/5/8,2882.71,2903.8,2895.34,2879.2,2268220.75,23.82,0.83,2865.504,2844.404,2832.072,2295805.47,2313190.56,2253805.62
2020/5/11,2901.57,2914.28,2894.8,2884.38,2251204,-0.54,-0.02,2879.976,2849.486,2836.043,2341922.65,2320990.96,2244608.17
2020/5/12,2894.62,2897.9,2891.56,2871.23,1970829.88,-3.24,-0.11,2886.272,2854.792,2839.326,2251178.08,2269294.93,2224057.24
2020/5/13,2882.96,2900.26,2898.05,2875.54,1850613.12,6.49,0.22,2890.254,2863.744,2844.397,2121647.45,2219171.16,2199860.51
2020/5/14,2887.06,2887.06,2870.34,2869.18,1977762,-27.71,-0.96,2890.018,2869.229,2848.762,2063725.95,2206816.39,2210186.33
2020/5/15,2880.71,2884.22,2868.46,2863.37,1889835.88,-1.88,-0.07,2884.642,2875.073,2850.821,1988048.98,2141927.23,2203329.84
2020/5/18,2872.52,2889.98,2875.42,2862.27,2260228.75,6.96,0.24,2880.766,2880.371,2854.033,1989853.93,2165888.29,2213530.7
2020/5/19,2897.69,2900.22,2898.58,2887.58,1972224,23.16,0.81,2882.17,2884.221,2857.965,1990132.75,2120655.41,2210640.01
2020/5/20,2896.47,2896.47,2883.74,2876.18,2105199.75,-14.84,-0.51,2879.308,2884.781,2860.228,2041050.08,2081348.76,2193031.63
2020/5/21,2890.72,2891.52,2867.92,2864.21,2035320.38,-15.82,-0.55,2878.824,2884.421,2860.996,2052561.75,2058143.85,2188874.11
2020/5/22,2863.05,2863.05,2813.77,2808.02,2090637.12,-54.15,-1.89,2867.886,2876.264,2860.334,2092722,2040385.49,2176788.03
2020/5/25,2816.24,2821.5,2817.97,2802.47,1728855.62,4.2,0.15,2856.396,2868.581,2859.034,1986447.37,1988150.65,2154570.81
2020/5/26,2827.9,2848.34,2846.55,2825.9,1745623.75,28.58,1.01,2845.99,2864.08,2859.436,1941127.32,1965630.04,2117462.48
2020/5/27,2847.32,2849,2836.8,2831.93,1981493.38,-9.75,-0.34,2836.602,2857.955,2860.85,1916386.05,1978718.06,2098944.61
2020/5/28,2838.21,2861.92,2846.22,2820.15,2075460.25,9.42,0.33,2832.262,2855.543,2862.386,1924414.02,1988487.89,2097652.14
2020/5/29,2835.58,2855.38,2852.35,2829.63,2067928,6.13,0.21,2839.978,2853.932,2864.503,1919872.2,2006297.1,2074112.16
2020/6/1,2871.96,2917.15,2915.43,2871.96,2601960.5,63.08,2.21,2859.47,2857.933,2869.152,2094493.18,2040470.28,2103179.28
2020/6/2,2916.32,2926.36,2921.4,2909.13,2561080.5,5.97,0.2,2874.44,2860.215,2872.218,2257584.53,2099355.93,2110005.67
2020/6/3,2930.39,2942.76,2923.37,2922.66,2556639.75,1.97,0.07,2891.754,2864.178,2874.48,2372613.8,2144499.93,2112924.34
2020/6/4,2931.84,2932.97,2919.25,2910.75,2266058.75,-4.12,-0.14,2906.36,2869.311,2876.866,2410733.5,2167573.76,2112858.81
2020/6/5,2923.19,2930.8,2930.8,2909.12,2173606.75,11.55,0.4,2922.05,2881.014,2878.639,2431869.25,2175870.73,2108128.11
2020/6/8,2941.98,2950.07,2937.77,2934.21,2311243.5,6.97,0.24,2926.518,2892.994,2880.788,2373725.85,2234109.51,2111130.08
2020/6/9,2939.54,2957.12,2956.11,2932.94,2090485.88,18.34,0.62,2933.46,2903.95,2884.015,2279606.93,2268595.73,2117112.88
2020/6/10,2951.28,2951.33,2943.75,2934.84,2079259.75,-12.36,-0.42,2937.536,2914.645,2886.3,2184130.93,2278372.36,2128545.21
2020/6/11,2939.79,2952.65,2920.9,2912.19,2337229.5,-22.85,-0.78,2937.866,2922.113,2888.828,2198365.08,2304549.29,2146518.59
2020/6/12,2876.8,2930.26,2919.74,2872.62,2360086.5,-1.16,-0.04,2935.654,2928.852,2891.392,2235661.03,2333765.14,2170031.12
2020/6/15,2908.28,2922.54,2890.03,2890.03,2432050.5,-29.71,-1.02,2926.106,2926.312,2892.123,2259822.43,2316774.14,2178622.21
2020/6/16,2912.83,2931.78,2931.75,2909.13,2233130.75,41.72,1.44,2921.234,2927.347,2893.781,2288351.4,2283979.16,2191667.54
2020/6/17,2932.67,2936.62,2935.87,2919.04,2346544,4.12,0.14,2919.658,2928.597,2896.388,2341808.25,2262969.59,2203734.76
2020/6/18,2929.88,2942.9,2939.32,2920.11,2586913.75,3.45,0.12,2923.342,2930.604,2899.958,2391745.1,2295055.09,2231314.43
2020/6/19,2938.79,2973.32,2967.63,2935.82,2643139.5,28.31,0.96,2932.92,2934.287,2907.651,2448355.7,2342008.36,2258939.54
2020/6/22,2966.9,2983.44,2965.27,2959.04,2678838.25,-2.36,-0.08,2947.968,2937.037,2915.016,2497713.25,2378767.84,2306438.68
2020/6/23,2960.89,2972.4,2970.62,2949.85,2252122,5.35,0.18,2955.742,2938.488,2921.219,2501511.5,2394931.45,2331763.59
2020/6/24,2972.98,2982.94,2979.55,2971.22,2132007.25,8.93,0.3,2964.478,2942.068,2928.357,2458604.15,2400206.2,2339289.28
2020/6/29,2973.08,2977.91,2961.52,2951.77,2206227.25,-18.03,-0.6,2968.918,2946.13,2934.122,2382466.85,2387105.98,2345827.63
2020/6/30,2965.11,2990.83,2984.67,2965.11,2149572.25,23.15,0.78,2972.326,2952.623,2940.738,2283753.4,2366054.55,2349909.84
2020/7/1,2991.18,3026.19,3025.98,2984.98,2733131.5,41.31,1.38,2984.468,2966.218,2946.265,2294612.05,2396162.65,2356468.39
2020/7/2,3023.72,3092.44,3090.57,3021.67,3911280,64.59,2.13,3008.458,2982.1,2954.724,2626443.65,2563977.58,2423978.37
2020/7/3,3104,3152.81,3152.81,3104,4587938.5,62.24,2.01,3043.11,3003.794,2966.196,3117629.9,2788117.03,2525543.31
2020/7/6,3187.84,3337.27,3332.88,3187.84,6438789,180.07,5.71,3117.382,3043.15,2986.877,3964142.25,3173304.55,2734179.82
2020/7/7,3380.95,3407.08,3345.34,3336.24,6578401.5,12.46,0.37,3189.516,3080.921,3007.604,4849908.1,3566830.75,2954419.56
2020/7/8,3337.55,3421.53,3403.44,3327.71,5870817,58.1,1.74,3265.008,3124.738,3030.888,5477445.2,3886028.63,3132398.23
2020/7/9,3403.48,3456.97,3450.59,3393.64,6200018,47.15,1.39,3337.012,3172.735,3055.612,5935192.8,4280818.23,3337874.84
2020/7/10,3418.93,3433.11,3383.32,3372.51,5561200,-67.27,-1.95,3383.114,3213.112,3077.59,6129845.1,4623737.5,3511971.85
